customerid,invoicedate,days_inactive,churned
12481.0,2011-11-17 08:29:00,22,False
12482.0,2010-05-12 16:51:00,575,True
12483.0,2011-11-22 17:02:00,16,False
12484.0,2011-11-07 11:37:00,32,False
12485.0,2010-06-28 15:22:00,528,True
12486.0,2010-10-04 12:14:00,431,True
12487.0,2009-12-09 11:36:00,730,True
12488.0,2011-11-30 08:50:00,9,False
12489.0,2011-01-07 13:13:00,335,True
12490.0,2011-12-04 16:07:00,4,False
12491.0,2011-11-01 12:18:00,38,False
12492.0,2011-10-07 15:15:00,62,False
12493.0,2011-06-27 10:17:00,165,True
12494.0,2011-11-24 09:34:00,15,False
12495.0,2010-03-09 10:53:00,640,True
12496.0,2010-03-29 14:06:00,619,True
12497.0,2011-09-19 12:29:00,81,False
12498.0,2011-11-18 12:53:00,20,False
12499.0,2010-05-28 15:12:00,559,True
12500.0,2011-11-16 16:20:00,22,False
12501.0,2011-01-07 12:28:00,336,True
12502.0,2011-09-05 11:52:00,95,True
12503.0,2010-05-04 13:59:00,583,True
12504.0,2011-11-21 16:02:00,17,False
12505.0,2010-10-27 09:18:00,408,True
12506.0,2011-04-21 08:54:00,232,True
12507.0,2011-07-28 17:09:00,133,True
12508.0,2011-11-13 15:37:00,25,False
12509.0,2011-02-28 14:45:00,283,True
12510.0,2011-07-20 10:15:00,142,True
12511.0,2010-10-07 10:39:00,428,True
12512.0,2011-10-04 14:55:00,65,False
12513.0,2011-08-19 10:51:00,112,True
12514.0,2011-03-17 16:38:00,266,True
12515.0,2010-12-21 15:43:00,352,True
12516.0,2011-09-23 09:13:00,77,False
12517.0,2011-11-11 14:04:00,27,False
12518.0,2011-12-09 10:13:00,0,False
12519.0,2011-10-07 09:26:00,63,False
12520.0,2011-09-21 15:23:00,78,False
12521.0,2011-07-20 10:51:00,142,True
12522.0,2011-10-31 15:30:00,38,False
12523.0,2011-11-20 12:55:00,18,False
12524.0,2011-11-30 15:31:00,8,False
12525.0,2010-07-29 16:08:00,497,True
12526.0,2011-12-09 12:09:00,0,False
12527.0,2011-09-19 11:55:00,81,False
12528.0,2011-11-30 14:40:00,8,False
12529.0,2010-06-29 13:10:00,527,True
12530.0,2011-10-11 12:34:00,59,False
12531.0,2011-11-25 11:12:00,14,False
12532.0,2011-11-09 13:47:00,29,False
12533.0,2010-03-22 10:56:00,627,True
12534.0,2011-08-01 10:26:00,130,True
12535.0,2011-09-09 08:48:00,91,True
12536.0,2011-10-27 14:20:00,42,False
12537.0,2010-10-27 08:36:00,408,True
12538.0,2011-11-10 17:16:00,28,False
12539.0,2011-11-17 13:30:00,21,False
12540.0,2011-11-20 11:31:00,19,False
12541.0,2011-11-10 10:40:00,29,False
12542.0,2010-08-12 19:12:00,483,True
12543.0,2010-09-17 15:51:00,447,True
12544.0,2011-11-03 16:15:00,35,False
12545.0,2011-09-25 13:39:00,74,False
12546.0,2011-10-24 12:09:00,46,False
12547.0,2011-05-26 12:38:00,197,True
12548.0,2011-06-26 15:35:00,165,True
12549.0,2010-05-13 12:05:00,575,True
12550.0,2011-09-21 14:35:00,78,False
12551.0,2010-12-17 11:23:00,357,True
12552.0,2011-11-01 10:02:00,38,False
12553.0,2011-12-01 16:38:00,7,False
12554.0,2010-09-17 12:29:00,448,True
12555.0,2010-01-26 16:26:00,681,True
12556.0,2011-10-20 13:06:00,49,False
12557.0,2011-11-23 16:59:00,15,False
12558.0,2011-12-02 10:41:00,7,False
12559.0,2011-02-02 09:49:00,310,True
12560.0,2011-12-04 13:54:00,4,False
12561.0,2011-02-10 11:39:00,302,True
12562.0,2011-12-01 17:20:00,7,False
12563.0,2010-10-27 09:52:00,408,True
12564.0,2011-03-23 14:55:00,260,True
12565.0,2011-02-24 10:34:00,288,True
12566.0,2011-09-14 14:30:00,85,False
12567.0,2011-11-17 11:02:00,22,False
12568.0,2010-03-05 09:15:00,644,True
12569.0,2011-12-07 16:24:00,1,False
12570.0,2010-01-26 17:28:00,681,True
12571.0,2011-10-31 10:19:00,39,False
12572.0,2011-12-01 09:20:00,8,False
12573.0,2011-04-26 15:52:00,226,True
12574.0,2011-01-28 09:20:00,315,True
12575.0,2010-09-08 13:09:00,456,True
12576.0,2011-11-04 10:11:00,35,False
12577.0,2011-11-04 13:24:00,34,False
12578.0,2011-11-18 13:30:00,20,False
12579.0,2011-09-22 17:15:00,77,False
12580.0,2011-04-07 10:24:00,246,True
12581.0,2011-10-31 08:56:00,39,False
12582.0,2011-04-15 08:45:00,238,True
12583.0,2011-12-07 08:07:00,2,False
12584.0,2011-12-06 09:35:00,3,False
12585.0,2011-04-19 13:39:00,233,True
12586.0,2011-11-22 16:24:00,16,False
12587.0,2011-12-02 12:47:00,7,False
12588.0,2011-10-31 15:01:00,38,False
12589.0,2011-11-11 10:19:00,28,False
12590.0,2011-05-12 14:52:00,210,True
12591.0,2011-01-26 14:35:00,316,True
12592.0,2011-09-08 15:04:00,91,True
12593.0,2011-08-23 12:43:00,108,True
12594.0,2011-11-02 12:20:00,37,False
12595.0,2010-07-23 09:10:00,504,True
12596.0,2011-10-19 13:02:00,50,False
12597.0,2011-11-20 13:33:00,18,False
12598.0,2011-11-30 12:18:00,9,False
12599.0,2011-11-10 13:34:00,28,False
12600.0,2011-11-11 10:29:00,28,False
12601.0,2011-06-03 10:17:00,189,True
12602.0,2011-10-12 11:22:00,58,False
12603.0,2011-11-18 10:42:00,21,False
12604.0,2011-09-21 14:08:00,78,False
12605.0,2010-11-28 14:18:00,375,True
12606.0,2010-01-26 16:23:00,681,True
12607.0,2011-10-10 16:06:00,59,False
12608.0,2010-10-31 10:49:00,404,True
12609.0,2011-09-22 16:34:00,77,False
12610.0,2011-11-17 09:34:00,22,False
12611.0,2011-10-18 13:12:00,51,False
12612.0,2011-09-26 15:35:00,73,False
12613.0,2011-10-13 14:59:00,56,False
12614.0,2011-03-07 10:22:00,277,True
12615.0,2011-12-07 15:02:00,1,False
12616.0,2011-09-05 15:17:00,94,True
12617.0,2011-11-10 14:39:00,28,False
12618.0,2011-11-18 11:10:00,21,False
12619.0,2011-11-23 14:52:00,15,False
12620.0,2011-11-25 10:20:00,14,False
12621.0,2011-12-08 11:25:00,1,False
12622.0,2011-04-21 16:39:00,231,True
12623.0,2011-03-08 13:50:00,275,True
12624.0,2011-08-25 15:04:00,105,True
12625.0,2011-05-12 09:54:00,211,True
12626.0,2011-11-16 16:06:00,22,False
12627.0,2011-11-29 12:07:00,10,False
12628.0,2011-12-05 13:15:00,3,False
12629.0,2010-11-19 09:18:00,385,True
12630.0,2011-11-30 10:48:00,9,False
12631.0,2011-10-13 13:53:00,56,False
12632.0,2010-07-07 09:39:00,520,True
12633.0,2011-10-12 11:40:00,58,False
12634.0,2010-06-22 10:05:00,535,True
12635.0,2011-09-11 11:04:00,89,False
12636.0,2009-12-01 09:55:00,738,True
12637.0,2011-10-03 13:46:00,66,False
12638.0,2011-11-06 13:11:00,32,False
12639.0,2011-04-15 12:48:00,238,True
12640.0,2011-11-16 11:52:00,23,False
12641.0,2011-08-16 13:26:00,114,True
12642.0,2011-11-14 15:03:00,24,False
12643.0,2011-08-03 12:56:00,127,True
12644.0,2011-08-02 10:33:00,129,True
12645.0,2011-11-06 12:38:00,33,False
12646.0,2011-12-05 10:14:00,4,False
12647.0,2011-11-17 12:56:00,21,False
12648.0,2011-07-08 11:55:00,154,True
12649.0,2011-08-24 14:41:00,106,True
12650.0,2011-12-06 16:34:00,2,False
12651.0,2011-01-09 12:46:00,334,True
12652.0,2011-01-12 15:00:00,330,True
12653.0,2011-07-14 10:41:00,148,True
12654.0,2011-11-29 10:10:00,10,False
12655.0,2010-10-12 09:17:00,423,True
12656.0,2011-11-22 13:42:00,16,False
12657.0,2011-11-28 15:47:00,10,False
12658.0,2011-11-21 10:22:00,18,False
12659.0,2011-11-10 11:53:00,29,False
12660.0,2011-11-28 13:26:00,10,False
12661.0,2010-09-29 16:46:00,435,True
12662.0,2011-12-09 11:59:00,0,False
12663.0,2010-03-25 09:40:00,624,True
12664.0,2011-12-01 17:07:00,7,False
12665.0,2011-01-19 08:34:00,324,True
12666.0,2010-11-10 16:40:00,393,True
12667.0,2011-10-12 17:00:00,57,False
12668.0,2011-11-28 10:56:00,11,False
12669.0,2011-07-12 09:54:00,150,True
12670.0,2011-11-29 15:23:00,9,False
12671.0,2010-04-12 16:30:00,605,True
12672.0,2011-01-14 09:20:00,329,True
12673.0,2011-12-04 13:55:00,4,False
12674.0,2011-11-01 12:12:00,38,False
12675.0,2010-06-04 09:49:00,553,True
12676.0,2011-11-15 12:25:00,24,False
12677.0,2010-06-02 14:30:00,554,True
12678.0,2011-10-28 13:04:00,41,False
12679.0,2011-10-12 12:30:00,58,False
12680.0,2011-12-09 12:50:00,0,False
12681.0,2011-11-25 11:33:00,14,False
12682.0,2011-12-06 10:00:00,3,False
12683.0,2011-12-05 16:31:00,3,False
12684.0,2011-12-02 09:53:00,7,False
12685.0,2011-11-11 13:46:00,27,False
12686.0,2010-12-03 09:51:00,371,True
12687.0,2010-08-16 12:12:00,480,True
12688.0,2011-08-18 08:49:00,113,True
12689.0,2011-11-14 08:31:00,25,False
12690.0,2011-05-18 09:09:00,205,True
12691.0,2011-11-11 16:49:00,27,False
12692.0,2010-03-12 14:02:00,636,True
12693.0,2011-08-04 17:51:00,126,True
12694.0,2011-09-30 13:06:00,69,False
12695.0,2011-12-02 13:22:00,6,False
12696.0,2010-10-01 10:43:00,434,True
12697.0,2011-11-11 08:47:00,28,False
12698.0,2010-04-28 15:51:00,589,True
12699.0,2010-10-18 12:07:00,417,True
12700.0,2011-12-02 10:47:00,7,False
12701.0,2011-09-21 10:47:00,79,False
12702.0,2011-11-20 10:36:00,19,False
12703.0,2011-09-29 17:52:00,70,False
12704.0,2011-12-02 13:15:00,6,False
12705.0,2011-11-24 13:17:00,14,False
12707.0,2011-02-21 08:38:00,291,True
12708.0,2011-11-10 09:52:00,29,False
12709.0,2011-11-24 15:38:00,14,False
12710.0,2011-09-04 12:00:00,96,True
12711.0,2010-04-07 11:59:00,611,True
12712.0,2011-11-11 08:19:00,28,False
12713.0,2011-12-09 12:16:00,0,False
12714.0,2011-11-30 15:43:00,8,False
12715.0,2011-08-25 15:22:00,105,True
12716.0,2011-12-06 08:55:00,3,False
12717.0,2011-07-11 14:47:00,150,True
12718.0,2011-09-29 16:38:00,70,False
12719.0,2011-12-04 13:45:00,4,False
12720.0,2011-12-07 08:03:00,2,False
12721.0,2011-11-08 12:13:00,31,False
12722.0,2011-09-15 14:50:00,84,False
12723.0,2011-12-06 10:19:00,3,False
12724.0,2011-12-04 16:02:00,4,False
12725.0,2010-12-03 15:45:00,370,True
12726.0,2011-11-11 13:35:00,27,False
12727.0,2011-11-29 11:46:00,10,False
12728.0,2011-09-29 15:31:00,70,False
12729.0,2011-08-18 11:40:00,113,True
12730.0,2010-07-06 12:19:00,521,True
12731.0,2011-11-16 11:59:00,23,False
12732.0,2011-06-13 11:33:00,179,True
12733.0,2011-04-19 16:19:00,233,True
12734.0,2010-12-22 12:47:00,352,True
12735.0,2011-01-28 13:37:00,314,True
12736.0,2011-01-11 07:57:00,332,True
12737.0,2010-07-29 12:29:00,498,True
12738.0,2010-12-02 18:27:00,371,True
12739.0,2011-09-22 13:00:00,77,False
12740.0,2011-10-07 10:44:00,63,False
12741.0,2010-06-28 14:36:00,528,True
12742.0,2010-03-24 12:43:00,625,True
12743.0,2011-07-28 16:21:00,133,True
12744.0,2011-10-19 11:18:00,51,False
12745.0,2010-08-10 10:14:00,486,True
12746.0,2010-06-17 10:41:00,540,True
12747.0,2011-12-07 14:34:00,1,False
12748.0,2011-12-09 12:20:00,0,False
12749.0,2011-12-06 09:56:00,3,False
12750.0,2011-08-03 09:13:00,128,True
12751.0,2010-09-21 12:49:00,444,True
12752.0,2011-09-19 13:32:00,80,False
12753.0,2011-11-17 10:52:00,22,False
12754.0,2011-04-18 09:00:00,235,True
12755.0,2011-03-04 12:42:00,280,True
12756.0,2011-09-14 09:31:00,86,False
12757.0,2011-11-24 12:30:00,15,False
12758.0,2011-08-15 10:22:00,116,True
12759.0,2011-10-18 14:49:00,51,False
12760.0,2010-09-10 08:50:00,455,True
12761.0,2010-09-08 12:17:00,457,True
12762.0,2011-12-02 10:23:00,7,False
12763.0,2011-07-24 14:12:00,137,True
12764.0,2011-01-27 10:19:00,316,True
12765.0,2010-08-24 13:51:00,471,True
12766.0,2011-12-06 08:46:00,3,False
12767.0,2010-11-29 09:38:00,375,True
12768.0,2010-09-15 12:08:00,450,True
12769.0,2011-04-15 10:25:00,238,True
12770.0,2011-05-13 09:33:00,210,True
12771.0,2010-08-11 11:51:00,485,True
12772.0,2011-10-11 09:19:00,59,False
12773.0,2010-05-24 17:30:00,563,True
12774.0,2010-06-22 10:38:00,535,True
12775.0,2011-11-22 16:33:00,16,False
12776.0,2010-02-10 12:11:00,667,True
12777.0,2010-09-08 11:35:00,457,True
12778.0,2011-11-20 11:30:00,19,False
12779.0,2011-11-02 11:43:00,37,False
12780.0,2010-04-20 09:40:00,598,True
12781.0,2011-10-07 10:37:00,63,False
12782.0,2011-12-05 09:16:00,4,False
12783.0,2011-12-07 15:56:00,1,False
12784.0,2011-11-30 15:38:00,8,False
12785.0,2010-12-10 13:48:00,363,True
12786.0,2010-04-09 12:12:00,609,True
12787.0,2011-11-30 08:44:00,9,False
12788.0,2010-09-02 14:21:00,462,True
12789.0,2011-10-05 13:34:00,64,False
12790.0,2011-05-31 14:14:00,191,True
12791.0,2010-12-01 11:27:00,373,True
12792.0,2011-03-28 11:36:00,256,True
12793.0,2011-01-09 12:12:00,334,True
12794.0,2011-10-17 14:54:00,52,False
12795.0,2011-11-21 10:27:00,18,False
12796.0,2010-03-21 15:49:00,627,True
12797.0,2010-12-09 10:55:00,365,True
12798.0,2011-11-29 15:52:00,9,False
12799.0,2010-06-28 15:57:00,528,True
12800.0,2010-08-26 14:11:00,469,True
12801.0,2010-07-27 09:38:00,500,True
12802.0,2011-06-06 09:36:00,186,True
12803.0,2010-11-11 14:57:00,392,True
12804.0,2010-08-31 11:58:00,465,True
12805.0,2010-11-23 12:27:00,381,True
12806.0,2010-09-30 13:34:00,434,True
12807.0,2010-11-21 14:21:00,382,True
12808.0,2011-11-03 10:05:00,36,False
12809.0,2011-06-15 10:51:00,177,True
12810.0,2010-06-23 10:53:00,534,True
12811.0,2011-03-24 09:42:00,260,True
12812.0,2011-10-26 09:54:00,44,False
12813.0,2010-07-26 09:50:00,501,True
12814.0,2011-08-30 12:11:00,101,True
12815.0,2011-07-15 10:21:00,147,True
12816.0,2011-09-05 12:41:00,95,True
12817.0,2011-03-03 16:28:00,280,True
12818.0,2011-03-23 12:06:00,261,True
12819.0,2010-09-07 15:20:00,457,True
12820.0,2011-12-06 15:12:00,2,False
12821.0,2011-05-09 15:51:00,213,True
12822.0,2011-09-30 10:04:00,70,False
12823.0,2011-09-26 07:35:00,74,False
12824.0,2011-10-11 12:49:00,59,False
12825.0,2010-07-06 13:56:00,520,True
12826.0,2011-12-07 10:25:00,2,False
12827.0,2011-12-04 12:17:00,5,False
12828.0,2011-12-07 08:45:00,2,False
12829.0,2011-01-07 11:13:00,336,True
12830.0,2011-11-02 11:54:00,37,False
12831.0,2011-03-22 13:02:00,261,True
12832.0,2011-11-07 13:30:00,31,False
12833.0,2011-07-17 13:46:00,144,True
12834.0,2011-03-02 09:49:00,282,True
12835.0,2010-10-08 10:59:00,427,True
12836.0,2011-10-11 15:10:00,58,False
12837.0,2011-06-19 16:07:00,172,True
12838.0,2011-11-06 12:20:00,33,False
12839.0,2011-12-07 12:33:00,2,False
12840.0,2011-07-19 09:29:00,143,True
12841.0,2011-12-05 11:13:00,4,False
12842.0,2011-09-30 15:33:00,69,False
12843.0,2011-10-05 12:09:00,65,False
12844.0,2011-11-10 13:31:00,28,False
12845.0,2011-03-17 13:34:00,266,True
12846.0,2010-01-26 16:29:00,681,True
12847.0,2011-11-17 13:16:00,21,False
12848.0,2010-02-02 12:45:00,675,True
12849.0,2011-11-08 13:41:00,30,False
12850.0,2010-09-20 12:26:00,445,True
12851.0,2011-09-04 12:41:00,96,True
12852.0,2011-02-18 08:47:00,294,True
12853.0,2011-07-28 11:29:00,134,True
12854.0,2011-09-22 12:15:00,78,False
12855.0,2010-12-02 09:37:00,372,True
12856.0,2011-12-02 10:52:00,7,False
12857.0,2011-05-13 10:20:00,210,True
12858.0,2010-11-21 12:55:00,382,True
12859.0,2010-09-07 12:20:00,458,True
12860.0,2010-01-15 15:22:00,692,True
12861.0,2010-03-30 11:39:00,619,True
12862.0,2010-10-10 11:47:00,425,True
12863.0,2011-10-18 14:15:00,51,False
12864.0,2011-07-24 13:03:00,137,True
12865.0,2011-11-13 14:31:00,25,False
12866.0,2011-03-01 14:11:00,282,True
12867.0,2011-11-13 15:30:00,25,False
12868.0,2011-06-07 10:42:00,185,True
12869.0,2010-01-27 12:10:00,681,True
12870.0,2010-11-29 13:42:00,374,True
12871.0,2011-09-16 15:07:00,83,False
12872.0,2011-01-17 10:52:00,326,True
12873.0,2011-03-02 14:58:00,281,True
12874.0,2010-11-19 15:23:00,384,True
12875.0,2011-07-19 15:30:00,142,True
12876.0,2011-10-13 12:26:00,57,False
12877.0,2011-12-06 10:30:00,3,False
12878.0,2011-04-17 13:07:00,235,True
12879.0,2011-10-26 12:24:00,44,False
12880.0,2010-11-23 10:50:00,381,True
12881.0,2011-03-09 11:44:00,275,True
12882.0,2011-11-30 16:18:00,8,False
12883.0,2011-11-15 09:32:00,24,False
12884.0,2011-09-12 13:10:00,87,False
12885.0,2011-10-07 13:40:00,62,False
12886.0,2011-10-03 10:09:00,67,False
12887.0,2010-11-21 11:18:00,383,True
12888.0,2011-05-09 16:02:00,213,True
12889.0,2010-11-23 16:08:00,380,True
12890.0,2011-11-15 17:26:00,23,False
12891.0,2011-06-07 12:31:00,185,True
12892.0,2010-11-08 09:51:00,396,True
12893.0,2011-11-09 12:34:00,30,False
12894.0,2010-05-13 14:47:00,574,True
12895.0,2011-10-28 13:51:00,41,False
12897.0,2011-05-19 12:13:00,204,True
12898.0,2010-09-02 08:08:00,463,True
12899.0,2010-10-22 09:53:00,413,True
12900.0,2010-10-13 15:17:00,421,True
12901.0,2011-12-01 10:07:00,8,False
12902.0,2011-03-20 12:06:00,264,True
12903.0,2010-10-07 12:39:00,428,True
12904.0,2011-11-21 14:34:00,17,False
12905.0,2010-05-12 10:05:00,576,True
12906.0,2011-11-28 09:55:00,11,False
12907.0,2010-11-09 12:08:00,395,True
12908.0,2011-06-16 15:39:00,175,True
12909.0,2011-10-31 12:43:00,39,False
12910.0,2011-11-16 14:28:00,22,False
12911.0,2010-06-06 12:13:00,551,True
12912.0,2011-12-07 08:55:00,2,False
12913.0,2011-12-05 12:11:00,4,False
12914.0,2010-11-04 12:28:00,400,True
12915.0,2011-07-14 11:34:00,148,True
12916.0,2011-07-24 10:35:00,138,True
12917.0,2011-08-03 16:42:00,127,True
12918.0,2010-03-23 15:22:00,625,True
12919.0,2011-12-01 13:47:00,7,False
12920.0,2011-11-22 15:05:00,16,False
12921.0,2011-11-30 16:22:00,8,False
12922.0,2011-07-01 15:35:00,160,True
12923.0,2011-10-06 16:20:00,63,False
12924.0,2011-09-12 13:55:00,87,False
12925.0,2011-12-05 11:11:00,4,False
12926.0,2010-10-24 15:57:00,410,True
12927.0,2010-11-10 10:02:00,394,True
12928.0,2011-11-04 14:24:00,34,False
12929.0,2011-02-01 12:08:00,311,True
12930.0,2011-09-22 15:18:00,77,False
12931.0,2011-11-18 12:39:00,21,False
12932.0,2010-06-18 14:22:00,538,True
12933.0,2011-11-15 16:38:00,23,False
12934.0,2009-12-03 10:51:00,736,True
12935.0,2011-12-07 17:25:00,1,False
12936.0,2011-11-22 17:32:00,16,False
12937.0,2011-11-24 15:05:00,14,False
12938.0,2011-11-14 11:21:00,25,False
12939.0,2011-10-06 14:33:00,63,False
12940.0,2011-10-16 12:09:00,54,False
12941.0,2009-12-15 13:12:00,723,True
12942.0,2011-07-31 14:39:00,130,True
12943.0,2010-05-30 13:52:00,557,True
12944.0,2011-11-04 11:04:00,35,False
12945.0,2011-02-24 14:15:00,287,True
12946.0,2010-09-29 10:14:00,436,True
12947.0,2011-07-19 10:06:00,143,True
12948.0,2011-11-23 17:10:00,15,False
12949.0,2011-11-09 11:25:00,30,False
12950.0,2011-12-07 13:17:00,1,False
12951.0,2011-12-01 12:14:00,8,False
12952.0,2011-12-04 10:35:00,5,False
12953.0,2011-11-30 09:24:00,9,False
12954.0,2010-03-11 10:16:00,638,True
12955.0,2011-12-08 16:29:00,0,False
12956.0,2011-02-06 16:08:00,305,True
12957.0,2011-11-30 09:53:00,9,False
12958.0,2010-11-04 16:16:00,399,True
12959.0,2010-08-12 17:20:00,483,True
12960.0,2010-10-22 09:31:00,413,True
12961.0,2010-11-25 16:44:00,378,True
12962.0,2011-12-02 15:55:00,6,False
12963.0,2011-12-01 12:55:00,7,False
12964.0,2010-09-28 17:47:00,436,True
12965.0,2011-09-11 15:31:00,88,False
12966.0,2011-11-30 12:38:00,9,False
12967.0,2010-12-16 19:10:00,357,True
12968.0,2011-08-19 15:44:00,111,True
12969.0,2010-04-16 10:50:00,602,True
12970.0,2011-12-02 14:30:00,6,False
12971.0,2011-12-06 12:20:00,3,False
12972.0,2010-10-22 08:41:00,413,True
12973.0,2010-10-22 10:14:00,413,True
12974.0,2011-05-26 09:33:00,197,True
12975.0,2010-09-29 09:46:00,436,True
12976.0,2011-05-12 09:55:00,211,True
12977.0,2011-07-06 16:40:00,155,True
12978.0,2010-11-19 14:29:00,384,True
12979.0,2009-12-10 15:45:00,728,True
12980.0,2011-07-05 09:34:00,157,True
12981.0,2011-11-10 12:00:00,29,False
12982.0,2011-04-11 11:51:00,242,True
