customerid,total_revenue,total_orders,avg_order_value
12547.0,383.58,3,18.265714285714285
12548.0,95.19999999999999,1,19.04
12549.0,1575.68,6,32.15673469387755
12550.0,964.83,1,16.92684210526316
12551.0,168.0,1,16.8
12552.0,437.82,2,21.891
12553.0,4608.75,12,19.36449579831933
12554.0,468.5,1,18.01923076923077
12555.0,129.23,1,129.23
12556.0,603.71,2,4.989338842975207
12557.0,18716.14,8,322.69206896551725
12558.0,269.96,1,24.54181818181818
12559.0,561.71,2,26.74809523809524
12560.0,2134.01,3,20.323904761904764
12561.0,238.85,1,14.928125
12562.0,4966.92,9,23.99478260869565
12563.0,249.24,1,19.172307692307694
12564.0,456.90000000000003,1,21.75714285714286
12565.0,145.92000000000002,1,16.213333333333335
12566.0,351.65,1,18.507894736842104
12567.0,13709.86,15,21.455179968701096
12568.0,70.0,1,14.0
12569.0,4124.6900000000005,32,21.93984042553192
12570.0,77.52,1,77.52
12571.0,519.61,2,15.28264705882353
12572.0,1020.4200000000001,2,17.007
12573.0,717.41,5,6.028655462184874
12574.0,218.45000000000002,1,19.85909090909091
12575.0,622.82,2,16.39
12576.0,2142.7200000000003,8,15.089577464788734
12577.0,1653.75,8,5.4759933774834435
12578.0,4642.45,4,26.99098837209302
12579.0,440.42,1,15.18689655172414
12580.0,1052.9,2,18.153448275862072
12581.0,197.71,1,13.180666666666667
12582.0,1980.4,4,19.22718446601942
12583.0,14447.44,27,31.003090128755368
12584.0,2338.15,9,24.355729166666666
12585.0,2040.1,2,23.44942528735632
12586.0,2062.67,4,21.943297872340427
12587.0,144.0,1,36.0
12588.0,958.78,4,20.84304347826087
12589.0,4695.66,8,26.087
12590.0,9864.26,2,145.06264705882353
12591.0,1352.15,3,19.596376811594205
12592.0,2582.66,5,31.88469135802469
12593.0,418.1,3,19.90952380952381
12594.0,5090.110000000001,15,25.57844221105528
12595.0,299.02,1,15.737894736842104
12596.0,618.27,2,22.898888888888887
12597.0,3811.22,4,18.50106796116505
12598.0,4534.09,11,22.01014563106796
12599.0,2296.72,13,17.268571428571427
12600.0,5043.92,21,38.21151515151515
12601.0,681.26,6,20.03705882352941
12602.0,153.12,1,12.76
12603.0,739.1999999999999,1,369.59999999999997
12604.0,254.18,2,15.88625
12605.0,1232.95,4,16.223026315789475
12606.0,21.0,1,21.0
12607.0,1579.51,1,15.63871287128713
12608.0,415.79,1,25.986875
12609.0,3435.86,9,19.633485714285715
12610.0,2099.54,5,19.80698113207547
12611.0,1193.32,1,18.35876923076923
12612.0,704.04,1,37.054736842105264
12613.0,6835.07,10,20.90235474006116
12614.0,315.6,1,15.780000000000001
12615.0,5740.9800000000005,8,21.26288888888889
12616.0,1131.1,3,20.946296296296296
12617.0,355.53000000000003,1,8.465
12618.0,177.31,1,16.11909090909091
12619.0,3781.38,10,37.8138
12620.0,1339.41,3,14.558804347826088
12621.0,24775.81,35,32.176376623376626
12622.0,180.1,1,16.37272727272727
12623.0,3747.84,7,21.663815028901734
12624.0,641.13,2,16.87184210526316
12625.0,5164.88,4,28.22338797814208
12626.0,6620.4800000000005,9,22.518639455782314
12627.0,4478.53,7,19.47186956521739
12628.0,786.46,3,19.181951219512197
12629.0,1558.22,2,34.62711111111111
12630.0,1270.88,2,19.8575
12631.0,3481.57,6,19.024972677595628
12632.0,804.88,2,22.99657142857143
12633.0,5678.16,7,18.556078431372548
12634.0,490.0,2,24.5
12635.0,2930.41,4,16.37100558659218
12636.0,141.0,1,141.0
12637.0,8340.31,12,13.134346456692912
12638.0,921.49,2,19.197708333333335
12639.0,1312.3700000000001,3,20.505781250000002
12640.0,1174.58,3,22.16188679245283
12641.0,185.9,1,18.59
12642.0,1013.26,3,21.558723404255318
12643.0,8350.42,12,160.585
12644.0,1918.49,4,17.283693693693692
12645.0,3539.3,8,22.120625
12646.0,1346.97,2,29.932666666666666
12647.0,17924.35,36,32.58972727272727
12648.0,1112.0,4,17.107692307692307
12649.0,2294.65,8,19.446186440677966
12650.0,314.44,1,15.722
12651.0,377.75,4,12.591666666666667
12652.0,1017.0300000000001,2,19.941764705882356
12653.0,4160.83,3,48.38174418604651
12654.0,601.98,5,15.841578947368422
12655.0,261.35,1,16.334375
12656.0,6407.83,8,25.942631578947367
12657.0,1643.18,4,34.961276595744685
12658.0,686.05,1,19.056944444444444
12659.0,91.68,1,18.336000000000002
12660.0,245.10000000000002,1,18.853846153846156
12661.0,162.0,1,14.727272727272727
12662.0,6988.02,20,17.21187192118227
12663.0,239.4,2,23.94
12664.0,6070.04,11,134.88977777777777
12665.0,313.6,3,18.447058823529414
12666.0,1248.42,1,40.27161290322581
12667.0,620.13,1,18.791818181818183
12668.0,11444.68,10,21.233172541743972
12669.0,2744.0299999999997,3,27.168613861386135
12670.0,3760.29,7,32.698173913043476
12671.0,2622.481,1,58.27735555555556
12672.0,437.05,2,19.865909090909092
12673.0,1230.02,3,16.62189189189189
12674.0,1970.6,4,23.742168674698792
12675.0,958.5,2,8.482300884955752
12676.0,2843.09,11,26.570934579439253
12677.0,395.1,2,18.814285714285717
12678.0,34281.18,21,91.17335106382978
12679.0,1113.02,4,23.187916666666666
12680.0,880.81,4,16.619056603773583
12681.0,30868.28,45,21.070498293515357
12682.0,24033.91,52,23.13177093358999
12683.0,12696.78,21,23.46909426987061
12684.0,2283.63,7,21.748857142857144
12685.0,2863.08,6,18.236178343949042
12686.0,178.28,1,12.734285714285715
12687.0,2138.91,2,16.97547619047619
12688.0,4873.81,1,28.50181286549708
12689.0,1247.6100000000001,2,17.327916666666667
12690.0,389.01,1,24.313125
12691.0,1170.4,7,30.010256410256414
12692.0,110.95,1,8.534615384615385
12693.0,1703.02,7,21.557215189873418
12694.0,1843.35,3,22.209036144578313
12695.0,1407.1200000000001,7,23.84949152542373
12696.0,851.91,2,17.38591836734694
12697.0,957.59,3,23.355853658536585
12698.0,339.75,1,21.234375
12699.0,638.11,1,15.563658536585367
12700.0,4939.99,4,18.432798507462685
12701.0,2446.41,6,16.642244897959184
12702.0,219.0,1,18.25
12703.0,1006.53,4,13.601756756756757
12704.0,2340.84,8,26.600454545454546
12705.0,11762.1,14,19.636227045075128
12707.0,603.42,1,18.285454545454545
12708.0,5314.1,18,17.14225806451613
12709.0,31093.34,34,62.18668
12710.0,1149.02,3,14.922337662337663
12711.0,1339.05,2,22.3175
12712.0,7193.66,21,26.063985507246375
12713.0,848.55,1,22.330263157894734
12714.0,14093.710000000001,12,20.249583333333334
12715.0,353.86,1,16.85047619047619
12716.0,1053.49,2,15.267971014492753
12717.0,1308.91,3,18.435352112676057
12718.0,238.25,1,12.539473684210526
12719.0,644.95,2,16.53717948717949
12720.0,8260.67,30,16.229214145383104
12721.0,4013.08,8,16.79112970711297
12722.0,997.63,4,18.82320754716981
12723.0,725.07,5,10.508260869565218
12724.0,2317.52,7,17.96527131782946
12725.0,2694.56,4,20.727384615384615
12726.0,4014.6,11,22.427932960893855
12727.0,5679.53,10,27.9779802955665
12728.0,1070.17,5,17.54377049180328
12729.0,453.01,1,17.423461538461538
12730.0,829.25,1,17.643617021276597
12731.0,25775.71,17,65.58704834605598
12732.0,236.26000000000002,1,19.688333333333336
12733.0,2424.87,4,15.445031847133757
12734.0,639.65,3,33.66578947368421
12735.0,779.5699999999999,2,18.12953488372093
12736.0,234.0,1,58.5
12737.0,3710.5,2,1855.25
12738.0,310.7,1,14.122727272727273
12739.0,2726.73,4,30.63741573033708
12740.0,427.6,1,15.837037037037037
12741.0,406.07,2,25.379375
12742.0,1201.52,1,17.933134328358207
12743.0,546.43,2,4.077835820895522
12744.0,25317.06,11,74.68159292035399
12745.0,925.41,3,40.235217391304346
12746.0,254.55,1,14.973529411764707
12747.0,9276.54,26,36.095486381322964
12748.0,56599.39,336,7.830574156059767
12749.0,6897.36,9,20.40639053254438
12750.0,275.88,1,18.392
12751.0,268.27,1,4.326935483870967
12752.0,4366.78,1,82.3920754716981
12753.0,21429.39,6,108.77862944162436
12754.0,3010.74,3,47.78952380952381
12755.0,9030.66,11,141.1040625
12756.0,112.08,1,28.02
12757.0,7857.1,13,21.178167115902966
12758.0,9903.24,7,31.639744408945685
12759.0,5020.74,8,16.62496688741722
12760.0,347.8,1,16.561904761904763
12761.0,782.95,2,28.99814814814815
12762.0,1898.52,2,27.51478260869565
12763.0,814.16,2,23.945882352941176
12764.0,1693.88,1,37.64177777777778
12765.0,1404.58,6,20.65558823529412
12766.0,10068.28,9,22.128087912087913
12767.0,949.82,1,22.088837209302326
12768.0,168.69,1,16.869
12769.0,1143.6,1,35.7375
12770.0,3246.45,2,115.94464285714285
12771.0,282.3,1,18.82
12772.0,892.47,1,16.226727272727274
12773.0,124.25,1,20.708333333333332
12774.0,98.7,1,16.45
12775.0,1686.1200000000001,7,20.816296296296297
12776.0,55.5,1,13.875
12777.0,519.45,1,19.978846153846156
12778.0,1775.68,9,15.576140350877193
12779.0,6722.2699999999995,14,24.26812274368231
12780.0,337.4,1,16.869999999999997
12781.0,826.74,2,33.0696
12782.0,4618.24,11,20.344669603524228
12783.0,2225.91,6,26.49892857142857
12784.0,1804.75,3,13.776717557251908
12785.0,1100.4,3,19.650000000000002
12786.0,728.5000000000001,1,40.47222222222223
12787.0,862.1800000000001,4,19.595000000000002
12788.0,444.90000000000003,4,17.111538461538462
12789.0,273.35,3,34.16875
12790.0,591.85,2,15.995945945945946
12791.0,1056.1100000000001,6,35.20366666666667
12792.0,827.01,2,17.59595744680851
12793.0,1017.33,3,19.94764705882353
12794.0,860.41,2,19.12022222222222
12795.0,430.48,1,30.74857142857143
12796.0,381.0,1,54.42857142857143
12797.0,806.11,2,18.746744186046513
12798.0,8510.93,4,257.9069696969697
12799.0,219.35,1,14.623333333333333
12800.0,584.25,3,17.183823529411764
12801.0,1071.82,1,21.4364
12802.0,2416.42,7,17.510289855072465
12803.0,1092.81,1,19.869272727272726
12804.0,327.02,2,4.88089552238806
12805.0,1434.95,4,24.74051724137931
12806.0,2878.96,4,42.96955223880597
12807.0,330.35,1,20.646875
12808.0,906.1,5,16.77962962962963
12809.0,1755.94,3,21.67827160493827
12810.0,534.99,2,16.7184375
12811.0,1033.9,5,18.462500000000002
12812.0,229.64000000000001,1,15.309333333333335
12813.0,1687.8,3,37.50666666666667
12814.0,125.92,1,62.96
12815.0,1063.46,2,22.6268085106383
12816.0,572.2,2,19.731034482758623
12817.0,690.98,3,27.639200000000002
12818.0,1542.08,1,110.14857142857143
12819.0,540.52,1,28.448421052631577
12820.0,2689.52,11,16.915220125786163
12821.0,220.8,2,16.984615384615385
12822.0,948.88,2,20.62782608695652
12823.0,6501.5,18,361.19444444444446
12824.0,397.12,1,15.8848
12825.0,518.63,2,21.609583333333333
12826.0,2955.75,12,17.805722891566266
12827.0,430.15,3,17.206
12828.0,1018.71,6,18.19125
12829.0,385.3,3,20.278947368421054
12830.0,6814.64,6,179.33263157894737
12831.0,451.11,3,20.505
12832.0,383.03000000000003,2,14.186296296296298
12833.0,417.38,1,17.390833333333333
12834.0,312.38,1,17.354444444444443
12835.0,6043.31,41,9.747274193548387
12836.0,6585.62,15,15.907294685990339
12837.0,688.41,2,7.482717391304347
12838.0,3398.48,10,8.034231678486998
12839.0,10071.73,26,17.48564236111111
12840.0,4041.9700000000003,7,22.96573863636364
12841.0,7540.68,40,10.741709401709402
12842.0,1917.99,4,39.958125
12843.0,6588.41,30,29.81180995475113
12844.0,648.6,4,6.297087378640777
12845.0,354.09000000000003,4,13.114444444444446
12846.0,15.58,1,15.58
12847.0,1636.8999999999999,2,12.99126984126984
12848.0,208.0,1,13.0
12849.0,3090.56,6,20.88216216216216
12850.0,330.0,1,165.0
12851.0,284.13,2,3.551625
12852.0,311.55,1,18.326470588235296
12853.0,3907.5,11,26.402027027027028
12854.0,2994.02,7,11.298188679245284
12855.0,650.94,4,9.299142857142858
12856.0,2179.93,6,6.942452229299363
12857.0,3688.0,6,30.479338842975206
12858.0,177.92,1,3.631020408163265
12859.0,575.1,1,27.385714285714286
12860.0,55.47,1,3.262941176470588
12861.0,68.25,1,17.0625
12862.0,1008.32,2,7.581353383458647
12863.0,2792.55,6,58.178125
12864.0,299.57,2,42.79571428571428
12865.0,3323.4700000000003,4,17.0434358974359
12866.0,1227.35,3,19.48174603174603
12867.0,7913.29,13,7.444299153339605
12868.0,2247.06,8,15.39082191780822
12869.0,337.66999999999996,1,9.126216216216216
12870.0,1676.95,3,18.031720430107526
12871.0,744.02,3,41.33444444444444
12872.0,3685.4900000000002,12,8.452958715596331
12873.0,2027.3,3,57.92285714285714
12874.0,948.42,2,19.75875
12875.0,1356.9900000000002,5,169.62375000000003
12876.0,4081.79,4,24.010529411764704
12877.0,2955.17,20,10.668483754512636
12878.0,854.99,2,18.191276595744682
12879.0,573.22,3,57.322
12880.0,640.13,2,17.781388888888888
12881.0,298.0,1,42.57142857142857
12882.0,1463.04,2,112.54153846153847
12883.0,703.47,4,16.749285714285715
12884.0,309.05,1,44.15
12885.0,1175.22,3,16.552394366197184
12886.0,1378.4,2,16.809756097560978
12887.0,222.4,1,17.107692307692307
12888.0,354.12,2,70.824
12889.0,385.46000000000004,4,15.418400000000002
12890.0,717.27,2,5.16021582733813
12891.0,840.5,11,76.4090909090909
12892.0,263.38,1,14.632222222222222
12893.0,188.14,1,5.533529411764706
12894.0,157.35,1,7.492857142857143
12895.0,372.8,2,16.945454545454545
12897.0,514.25,4,36.732142857142854
12898.0,310.96,2,9.7175
12899.0,366.4,1,21.552941176470586
12900.0,340.33000000000004,1,26.179230769230774
12901.0,17654.54,28,152.19431034482758
12902.0,138.68,1,13.868
12903.0,833.5300000000001,1,20.330000000000002
12904.0,509.58,2,7.0775
12905.0,1018.42,2,18.85962962962963
12906.0,2919.81,5,46.34619047619047
12907.0,508.91,2,20.3564
12908.0,1776.0,5,355.2
12909.0,3103.19,8,19.640443037974684
12910.0,5796.52,13,42.31036496350365
12911.0,1680.47,1,6.77608870967742
12912.0,1662.3,5,69.2625
12913.0,6700.86,13,69.800625
12914.0,223.98,1,24.886666666666667
12915.0,1174.75,4,16.09246575342466
12916.0,4654.02,7,25.293586956521743
12917.0,4359.2,6,87.184
12918.0,10953.5,1,10953.5
12919.0,1335.19,6,26.7038
12920.0,488.09000000000003,4,8.134833333333335
12921.0,35921.04,74,23.41658409387223
12922.0,405.38,1,14.477857142857143
12923.0,789.87,3,12.73983870967742
12924.0,2469.4,12,33.37027027027027
12925.0,729.33,3,14.5866
12926.0,1548.46,4,5.651313868613139
12927.0,197.31,1,17.937272727272727
12928.0,4304.89,12,24.049664804469277
12929.0,117.85,1,14.73125
12930.0,415.8,2,16.632
12931.0,92347.34,57,423.61165137614677
12932.0,1698.56,8,17.87957894736842
12933.0,1687.03,8,5.699425675675675
12934.0,181.65,1,90.825
12935.0,4243.86,15,16.70811023622047
12936.0,1063.9,4,17.15967741935484
12937.0,3097.61,9,14.274700460829493
12938.0,114.14,1,12.682222222222222
12939.0,25264.8,20,293.7767441860465
12940.0,913.54,2,9.227676767676767
12941.0,377.49,1,13.981111111111112
12942.0,942.65,3,10.358791208791208
12943.0,496.5,2,19.86
12944.0,604.51,2,20.150333333333332
12945.0,900.11,2,17.64921568627451
12946.0,324.45,1,16.2225
12947.0,1908.03,6,16.737105263157893
12948.0,2317.43,9,18.53944
12949.0,15526.7,22,21.715664335664336
12950.0,1843.0,3,80.1304347826087
12951.0,3213.7200000000003,15,16.56556701030928
12952.0,1387.79,4,17.566962025316457
12953.0,828.8100000000001,2,17.266875000000002
12954.0,162.45,1,16.244999999999997
12955.0,4757.16,11,26.428666666666665
12956.0,521.89,4,12.425952380952381
12957.0,8706.97,13,17.769326530612243
12958.0,539.49,2,9.464736842105264
12959.0,150.95,1,18.86875
12960.0,1322.0700000000002,4,18.886714285714287
12961.0,211.99,1,5.29975
12962.0,266.39,2,16.649375
12963.0,3601.59,12,18.955736842105264
12964.0,132.24,1,5.086153846153847
12965.0,771.91,1,7.081743119266055
12966.0,160.18,1,16.018
12967.0,4306.92,3,53.8365
12968.0,135.95,1,27.189999999999998
12969.0,122.45,1,24.490000000000002
12970.0,1524.97,10,3.9816449086161882
12971.0,15972.79,116,37.58303529411765
12972.0,1161.2,4,15.08051948051948
12973.0,385.55,1,64.25833333333334
12974.0,408.95,2,12.7796875
12975.0,2100.09,6,18.750803571428573
12976.0,3156.38,8,20.495974025974025
12977.0,517.63,4,8.773389830508474
12978.0,2502.82,5,15.35472392638037
12979.0,517.7,1,9.244642857142859
12980.0,16245.78,21,312.4188461538462
12981.0,372.21999999999997,2,18.610999999999997
12982.0,2744.81,8,15.420280898876404
12983.0,490.08,1,16.336
12984.0,97.5,1,24.375
12985.0,1239.38,2,16.30763157894737
12986.0,2729.84,10,26.763137254901963
12987.0,1312.21,5,19.881969696969698
12988.0,535.32,1,5.818695652173914
12989.0,13551.75,33,139.70876288659792
12990.0,955.5,7,35.388888888888886
12991.0,764.82,3,16.996000000000002
12992.0,93.35,1,15.558333333333332
12993.0,1259.63,8,16.574078947368424
12994.0,974.42,3,15.974098360655738
12995.0,211.32,1,70.44
12996.0,355.5,1,16.15909090909091
12997.0,2110.91,8,19.728130841121494
12998.0,920.08,3,15.86344827586207
12999.0,455.88,3,16.28142857142857
13000.0,1032.5,4,16.653225806451612
13001.0,24172.100000000002,33,23.559551656920082
13002.0,414.13,3,18.00565217391304
13003.0,149.05,3,24.84166666666667
13004.0,11650.85,36,14.295521472392638
13005.0,999.68,4,17.85142857142857
13006.0,81.57,1,20.3925
13007.0,175.25,1,15.931818181818182
13008.0,612.13,3,17.489428571428572
13009.0,234.0,1,58.5
13010.0,330.12,2,27.51
13011.0,101.10000000000001,1,16.85
13012.0,2972.83,11,19.30409090909091
13013.0,12625.77,29,22.790198555956678
13014.0,5381.08,11,24.02267857142857
13015.0,6586.42,11,18.872263610315187
13016.0,789.89,3,16.806170212765956
13017.0,204.0,1,204.0
13018.0,9763.16,35,16.190978441127694
13019.0,1229.95,6,22.362727272727273
13020.0,618.96,2,15.870769230769232
13021.0,4887.24,17,19.016498054474706
13022.0,65.3,1,13.059999999999999
13023.0,1449.03,3,19.066184210526316
13024.0,555.87,2,17.931290322580644
13025.0,323.39,1,24.876153846153844
13026.0,1733.08,9,21.13512195121951
13027.0,17335.2,19,201.57209302325583
13028.0,661.3199999999999,2,14.695999999999998
13029.0,1927.3,5,113.37058823529412
13030.0,1227.22,2,7.718364779874214
13031.0,3419.27,5,7.860390804597701
13032.0,2843.55,9,13.412971698113209
13033.0,220.55,2,16.965384615384615
13034.0,922.68,3,16.776
13035.0,1364.2,3,32.48095238095238
13036.0,307.1,1,51.18333333333334
13037.0,3914.9500000000003,12,16.87478448275862
13038.0,908.46,3,32.445
13039.0,1010.73,4,18.37690909090909
13040.0,676.99,2,15.743953488372092
13041.0,799.13,4,22.832285714285714
13042.0,1556.54,3,7.82180904522613
13043.0,516.42,1,39.72461538461538
13044.0,4853.9,11,11.584486873508352
13045.0,808.9200000000001,3,17.976000000000003
13046.0,949.25,3,16.950892857142858
13047.0,8795.16,24,22.266227848101266
13048.0,4084.21,9,15.239589552238806
13049.0,1408.24,4,54.16307692307692
13050.0,12344.53,35,12.23442021803766
13051.0,155.8,2,38.95
13052.0,3168.53,7,12.523833992094863
13053.0,127.65,1,7.508823529411765
13055.0,2321.11,4,15.072142857142858
13056.0,209.48,1,11.025263157894736
13057.0,722.09,3,17.611951219512196
13058.0,271.40000000000003,3,33.925000000000004
13059.0,2303.17,10,11.401831683168318
13060.0,307.53000000000003,1,20.502000000000002
13061.0,248.61,1,24.861
13062.0,346.98,1,31.543636363636367
13063.0,188.4,1,15.700000000000001
13064.0,1680.74,6,17.880212765957445
13065.0,1260.91,5,16.59092105263158
13066.0,470.8,2,9.808333333333334
13067.0,508.51,3,15.8909375
13068.0,344.0,2,172.0
13069.0,9683.13,38,8.676639784946236
13070.0,751.7,4,22.77878787878788
